,tags,content
2545,'아두이노와 떠나는 사물인터넷 여행' 강의내용 질문 스터디입니다.,"[아두이노와 떠나는 사물인터넷 여행]

스터디 주제 : 위 강의와 관련된 질문사항
스터디 목표 :  강의 내용의 완벽한 이해
예상 스터디 일정(횟수) : 비정기
예상 커리큘럼 간략히 : whatever you want 
예상 모집인원 : 누구라도...
스터디 소개와 개설 이유 : 강의를 쉽게 만들려고 노력했으나 그래도 어려운 내용은 존재할거라고 생각됩니다. 이해가 안되는 내용은 여기에서 질문해주세요.
스터디 관련 주의사항 : 강의범주를 넘어서는 질문은 삼가해주세요. 
스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)스터디는 e-mail로 할께요. whatever_maker@naver.com"
2546,온라인 모각코 모집합니다!!,삭제된 글입니다
2547,🔰 통계공부 스터디 스터디원 모집합니다 🔰,"스터디 모집글을 아래 양식을 참고해 작성해주세요. 꼼꼼히 작성하면 멋진 스터디 팀원을 만나실 수 있을거예요.  
[개발 스터디 모집 내용 예시]

스터디 주제 : 통계학 공부
스터디 목표 :  책 ISLR 2nd edition 완독 (https://www.statlearning.com/ 에 무료 배포본 있습니다.)
예상 스터디 일정(횟수) : 주 1회 일요일 오후 4시~ ※오프라인 진행
예상 커리큘럼 간략히 : ch9 Support Vector Machine은 진행하지 않고, ch2부터 일주일에 약 40-50page 씩 공부할 예정입니다. (ch3, ch4만 분량상 2주 소요 예정) 
진행 방식: 정해진 범위를 일주일 간 각자 공부 -> 스터디 당일 날 랜덤으로 발표자를 정해 발표. 연습문제 풀이는 솔루션을 참고하되 모르는 부분은 서로 질문할 수 있습니다.
예상 모집인원 : 4인
스터디 소개와 개설 이유 : 데이터 사이언티스트가 되고자 하는 취준생입니다. 통계 공부를 할 필요성을 느꼈고, 스터디를 만들어 스터디원과 함께 하면 더 확실하게 공부하게 될 것 같아서 만들게 되었습니다.
스터디 관련 주의사항 :  저 또한 공부하는 입장이라 수준급의 지식을 갖출 필요는 없지만, 통계에 대한 기초적인 이론은 알고 있고, R이나 Python 등의 통계 분석 툴을 하나 이상 사용 가능하신 분이셨으면 좋겠습니다. 😊 
스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) 스터디 참가하고 싶은 분은 https://open.kakao.com/o/sn0Z16xd 로 갠톡주세요!"
2548,"1달동안 숙소잡아 놓고 개발 스터디(java with springboot, node.js, react.js, 딥러닝) 및 실습중심으로 스터디 하실 4분 모십니다.","안녕하세요. 1달동안 코딩 실습 중심으로 단기간에 개발자 역량을 갖추고 싶은 스터디원을 모집합니다.
인프런에서 강의를 듣고 혼자서 뭔가를 만들어 볼려고 하면은 생각보다 어려울 것입니다.
에러가 발생되면은 스스로 해결하기도 싶지도 않고 
개발을 할때는 git도 자유롭게 다룰줄 알아야 됩니다. 
또한 리눅스 os 및 데이터베이스, 보안 관련 기술 개념이 있어야 
코딩실습이 가능한데, 이게 혼자서는 힘드실겁니다.
이런 도움 받아서 진정한 개발자가 되고 싶은 예비 개발자를 모집합니다.
배움을 넘어서 체득을 할려면은 몰입을 해야되는데, 찔끔찔금하게 되면은 몰입이 안되게 되는데, 몰입이 안되면 힘들고 재미가 없어서 
쉽게 포기합니다. 그래서 저는 1달동안 숙소를 잡아놓고 개발에만 몰입하는 스터디를 개설 하게 됐습니다.

스터디 리더를 소개하면은 금융회사에서 sw개발업무로 11년 동안 근무했고, 대학시절부터 개발 알바를 하면서 다양한 실무 경험이 있습니다.
1달 동안 밀착해서 개발 초보자에게 제가 가진 개발 지식을 전달해 드리겠습니다.
제가 이 스터디를 개설한 목적은 초보 개발자를 자체적으로 교육을 시켜서 사업파트너 or 직원 채용이 목적입니다. 
다른 좋은 회사가시면 저하고 개발자 친구 해주시면 되겠습니다. ㅋㅋ


스터디 주제 : 아래 5가지 주제중에서 골라주시면 제 업무 경험을 바탕으로 협업스터디 방식으로 진행

 #1. 스프링부트 with java 
 #2. C# 
 #3. node.js with nest.js or express.js
 #4. React.js
 #5 머신러닝, 딥러닝, 수학


스터디 목표 :  스스로 개발이 가능한 개발자 양성
예상 스터디 일정 : 1달 동안 24시간 밀착 협업 스터디(스터디를 진행할 숙소는 서울 영등포구청역 원룸 사용 예정)
예상 커리큘럼 : 

1주차에는 인프런 강의를 듣고 이해하기
 2주차에는 인프런 강의 실습 
 3~4주차 : 스터디원과 주제를 정해서 특정 sw개발


예상 모집인원 : 4명
스터디 소개와 개설 이유 : sw개발자를 구하고 싶은데, 제가 원하는 수준의 개발자를 구할 수 가 없어서 제가 직접 밀착해서 교육을 시키기로 했습니다.
스터디를 1달 동안 숙소를 잡아서 밀착해서 진행할 예정이라서 숙소 사용료(약 40만원/월세)가 필요해요..ㅜㅜ 
요청 사항 : 냄새만 안나면 되고, 침대와 책상, 식기류는 준비가 되어 있습니다. 개발할 노트북이나 데스트탑만 있으면 됩니다.
 인프런 강의를 듣고 50% 이상은 이해가 가능하시기만 하면 됩니다.
스터디 관련 주의사항 : 제가 남자여서 남성 스터디원을 뽑고 있는데, 만약에 여자 스터디원이면 여자2명이 되어야 스터디가 가능합니다
(각 층별로 남자, 여자 별도로 써야되서...)

지역 : 1달 동안 스터디 할 숙소는 서울 영등포구청역(2호선, 5호선) 5분 거리에 있습니다. 지방 거주자분들 환영합니다. 
연락처 : smilemcm@knou.ac.kr"
2549,"[파이썬] ""처음 배우는 플라스크 웹 프로그래밍"" 온라인 스터디 모집","안녕하세요. 서버 개발자 윤정현입니다. ""처음 배우는 플라스크 웹 프로그래밍"" 저자이기도 합니다.
인프런에 강의를 올리기 전에 독자분들의 반응을 알고 싶어 스터디를 개설합니다.
파이썬의 전반적인 조언을 해드릴 수 있고 기본적으로 ""처음 배우는 플라스크 웹 프로그래밍"" 책을 가지고 스터디를 진행합니다.
 
[개발 스터디 모집 내용 예시]

스터디 주제 : ""처음 배우는 플라스크 웹 프로그래밍"" 책 스터디
스터디 목표 : 파이썬으로 웹 프로그래밍 심화까지 익혀보기
예상 스터디 일정(횟수) : 협의
예상 커리큘럼 간략히 : 책 커리큘럼을 따라갑니다.
예상 모집인원 : 4명
스터디 소개와 개설 이유 : 독자분들의 반응을 알고 싶습니다.
스터디 관련 주의사항 : 중간에 그만 두지 않고 끝까지 하실 분 모집합니다.
스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)"
2550,안드로이드 스터디 모집합니다,"스터디 모집글을 아래 양식을 참고해 작성해주세요. 꼼꼼히 작성하면 멋진 스터디 팀원을 만나실 수 있을거예요. 
 
[개발 스터디 모집 내용 예시]

스터디 주제 : 안드로이드 개발 공부
스터디 목표 :  완성도 높은 앱 제작
예상 스터디 일정(횟수) : 2일 예상, 협의가능
예상 커리큘럼 간략히 : 매주 간단한 프로젝트를 만들어보며 숙련이 되면 완성도 높은 앱 제작 도전
예상 모집인원 : 3~4
스터디 소개와 개설 이유 : 안녕하세요. 창업과 개발에 관심을 두고 공부를 하고있는 4학년 대학생입니다. 안드로이드 개발 기술의 필요성을 느끼고 공부를 하고 있지만 혼자보다는 함께 공부분위기 형성과 시너지효과를 내서 더 큰 프로젝트를 만들어보고자 스터디원을 모집합니다. 진도가 무리없이 나간다면 개인적으로 디자인팀과 네트워크형성이 되어있어서 협업을 해볼생각입니다. 
서울지역이면 좋겠습니다
온전히 안드로이드에 집중을 할 수 있는분이면 좋겠습니다 
스터디 관련 주의사항 : 끝까지 함께할 수 있는 분!
지역/시간/ 방식 협의 가능합니다 연락주세요.
지원은 오픈카톡방으로 주세요!
https://open.kakao.com/o/sUmLzXwd"
2551,네트워크 충돌 에러 해결을 위해 네트워크 주소 변경시 사용한 리눅스 command,"grep -rli '192.168.1' * | xargs -i@ sed -i 's/192.168.1/192.168.2/g' @참고
https://stackoverflow.com/questions/11392478/how-to-replace-a-string-in-multiple-files-in-linux-command-line"
2552,파이썬 머신러닝 완벽가이드 스터디 구인,"[개발 스터디 모집 내용 예시]

스터디 주제 : 파이썬 머신러닝 완벽 가이드
스터디 목표 : 완강
예상 스터디 일정(횟수) : 주 1회( 월, 금, 토 중 저녁)
예상 커리큘럼 간략히 : 교재 기준 1회 50p생각(범위 조절 가능)
예상 모집인원 : 최대 6명
스터디 소개와 개설 이유 : 완강하고자 만들게 되었습니다.
스터디 방식:  

공부한것 정리
스터디 당일 랜덤으로 소주제씩 발표
서로 궁금한것 모르는 것 질문하면서 진행됩니다 ㅎ


스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)

관심 있으신분들 아래 슬랙에 스레드 남겨주시거나 
톡방(ML,DL 스터디 구하는 톡방)으로 와주시면 됩니다

https://join.slack.com/t/themldl/shared_invite/zt-lae5jf2q-K5mQT8cOS5FxstiE3ndnYQ
https://themldl.slack.com/archives/C01KHGJA2KY/p1630203444006200
https://open.kakao.com/o/g3vrI1Sc"
2553,샘플 파일 다운로드 실패,"안녕하세요.  강사님
샘플 파일 다운로드 할 때 구글 드라이브에서 차단을 하고 있어서 다운로드를 못 받고 있는 상황입니다. 
혹시 다른 경로로 업로드 가능 할까요?"
2554,java스터디,"스터디 모집글을 아래 양식을 참고해 작성해주세요. 꼼꼼히 작성하면 멋진 스터디 팀원을 만나실 수 있을거예요. 
 
[개발 스터디 모집 내용 예시]

스터디 주제 : java 코딩테스트
스터디 목표 : 코테대비
예상 스터디 일정(횟수) : 2~3회
예상 커리큘럼 간략히 : 백준 프로그래머스 레벨2 수준 코테 문제 풀이
예상 모집인원 : 5명
스터디 소개와 개설 이유 : 혼자 공부하기어려워요
스터디 관련 주의사항 : 없습니다
스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)"
2555,"[Algorithm] 코딩테스트대비 파이썬, 자바 알고리즘 스터디 모집합니다🙋🏻‍♀️","안녕하세요!
🔥성공적인 취업 및 이직🔥를 목표로 기초부터 알고리즘 스터디 시작하실 분들 모집합니다.

🙋🏻‍♀️참여인원🙋

총 4명 (현재 2명있습니다)

언어

파이썬
자바

둘중에 편한 언어로 진행하시면 됩니다.
알고리즘 문제 선정 방식 🤔

알고리즘은 진행하는 팀원의 수준에 맞게 백준, 프로그래머스를 기준으로 같이 협의하여 선정합니다.
백준기준 실버 3-4이신 분들 환영합니다. 같이 실력 키워나가요!!

BOJ

최우선 순위로 백준 강의를 기준으로 선정합니다.
매 주 5문제씩 선정합니다.


Programmers

기업별 코딩 테스트 진행 및 여러가지 특수 상황이 있을 경우 선정하여 풀어봅니다.


진행 방식 👀

매 주 선정한 알고리즘 문제를 모임 전에 풀어옵니다.
주 1회 온라인 모임을 가지고, 한 명씩 코드 설명을 합니다. (모임을 가질 요일은 스터디원이 다 모집된 후에 정하도록 하겠습니다)
코드 설명에 대한 피드백을 제시하고 개선점이 있다면 같이 개선해 나가도록 합니다.

지원방법
https://open.kakao.com/o/sbtLNrwd"
2556,온라인 모각코/모각스 추가 모집(마감),"[개발 스터디 모집 내용 예시]



스터디 주제 : 온라인 모각코/모각스
스터디 목표 : 매일 꾸준히 코딩/공부하는 습관을 들이기 위한 스터디입니다.
스터디 일정(횟수) : 필수 - 일주일 중 5일, 하루 1시간
예상 커리큘럼 간략히
1. 목표를 주별, 일별로 나누어 설정
2. 디스코드 채널 화면 공유하여 공부
3. 공부 시작/종료 시 사진과 함께 인증
예상 모집인원 : 최대 8명
스터디 소개와 개설 이유 : 혼자서 매일 꾸준히 코딩/공부하기에는 상당한 어려움이 따릅니다. 이러한 부분을 해소하기 위해 설립한 스터디 입니다. 설립 이후 다들 꾸준히 참여해주고 계십니다 :)
스터디 관련 주의사항
- 예상 커리큘럼 이외에도 많은 주의사항들이 있습니다. 오픈채팅방에서 자세히 알려드립니다.
- 이번에 참여하시는 분은 9월 1일부터 시작입니다.
- 한 달에 한 번 참여도가 높은 분께 음료 기프티콘을 제공해드리고 있습니다 :)
스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)
문의 : https://open.kakao.com/o/sA08K8jd"
2557,[온라인] 책 《밑바닥부터 만드는 컴퓨팅 시스템》 같이 공부하실 분 모집합니다(마감),"스터디 주제 : 컴퓨팅 시스템 공부
스터디 목표 : 완독을 통한 프로그래밍의 기초적이고 전반적인 내용 학습
예상 스터디 일정(횟수) : 1주일에 1회(화요일 저녁 8시 - 조정 가능), 화상회의 툴(google meet) - 목소리로만 참여
예상 커리큘럼 간략히
 - 1주일에 문제 갯수를 정하여 풀어옵니다
 - 못 푼 문제나 같이 풀어보면 좋을 문제는 모여서 풉니다
 - 공부하다가 깊게 따로 공부한 내용이 있다면 공유합니다
예상 모집인원 : 1~3명 (현재 인원 3명)
스터디 소개와 개설 이유 : 혼자서 공부하는 것보다는 같이 공부하는게 더 수월하며, 지식을 공유함으로써 더욱 성장할 수 있을거라 생각합니다.
스터디 관련 주의사항
 - 기존에 존재하던 스터디이며, 현재 충원중입니다.
 - 양이 적지 않아 장기간 진행될 것으로 예상중입니다. 중간에 하차하지 않을 분들만 지원해주시면 감사하겠습니다.
 - 스터디 진행 방식은 변경될 수 있습니다.
스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)
https://open.kakao.com/o/siTuX7vd 참여 문의 채널입니다"
2558,restServer 실행 오류입니다,"restServer실행시 오류입니다.
이외로 github에서 node_modules 설치 관련 에러도 함께 문의합니다
(첫번 째 사진이 npm i 에러입니다.)
(두번 째 사진이 restServer에러입니다.)"
2559,프론트엔드 팀원(Reactjs) 1분 모집합니다.,삭제된 글입니다
2560,모던 자바스크립트 Deep Dive 퀵 스터디,"교재: 모던 자바스크립트 Deep Dive
딥다이브 스터디 playlist


목표


책의 예제코드를 실행/분석하고,


본문을 매우 빠르게 스키밍합니다.


이미 알고 있는 지식을 가볍게 재확인하고


각자의 지식을 수정/보완합니다.




참여 대상


JS 지식을 충분히 갖고 계신 분들


JS 초보자에게는 적합하지 않습니다!




일정 및 커리큘럼


8월 30일부터 시작합니다.


매 주 월 / 목 저녁 8시30분 ~ 저녁10시 내외


전체 스터디 기간은 미정입니다. 책 분량이 많아 두 달이 넘을 수도 있습니다.


챕터 4부터 시작합니다. 모든 챕터를 다루지는 않을 것입니다.




예상 모집인원 및 비용


선착순 최대 100명입니다.


참가비는 무료입니다.




스터디 진행방식


줌으로 모입니다. 채팅 및 음성만 사용합니다.


주로 제가 책을 읽거나 예제코드를 해석, 유추, 실행합니다.


음성 또는 채팅을 통해 함께 질문, 답변, 토론을 합니다.


공지, 진행방식에 대한 협의 등은 모두 오픈채팅방을 통해서 하겠습니다.




주의사항


스터디 직전에 줌 입장 코드를 공유합니다.


세 번 이상 불참시 강퇴입니다.


추후 스터디 영상을 유튜브에 올릴 수도 있습니다 (미정).


유튜브에 게재하게 되더라도 스터디 진행 속도에 맞춰 때마다 올리지는 않을 것입니다.




지원방법


마감입니다.


입장시 닉네임은 [성+이름/직업/연차]으로 해주세요. (ex. 정프론/FE/5, 이준비/BE/취준)"
2561,ojdbc 오류 뜨시는분들!,"<!-- Repository 정보 -->
 <repositories>
 <repository>
 <id>OJDBC6 Repository</id>
 <url>http://www.datanucleus.org/downloads/maven2/</url>
 </repository>
 </repositories>


 <!-- oracle jdbc -->
 <dependency>
 <groupId>oracle</groupId>
 <artifactId>ojdbc6</artifactId>
 <version>11.2.0.3</version>
 </dependency>

복붙하세요 ^_^"
2562,에러났을때 실수한 것,"앞에 질문하신 분들 글을 봤지만 지금은 chart.js버전3도 해결 된듯 합니다.제가 설치한 버전은 chart.js : ^3.5.1 입니다.
자꾸 오류가 났는데 실수했던 부분은 처음 charts폴더를 열고 chart-lib 파일 안에 설치를 해야했는데,터미널을 새로 키니까 상위파일인 charts파일에 설치를 해서 오류가 났었습니다.. 기초적인 실수지만 이것때문에 고생하지 않길바라며 써봅니다ㅠㅠ
1. cd chart-lib로 이동
2. npm i chart.js 설치
3. package.json 에서 chart.js 설치됐는지 확인"
2563,[Study 모집] 모각코 형식의 개발 Study,삭제된 글입니다
2564,강의에 앞서 질문드립니다.,"현재 Vue 2 관련해서 다른 강의를 완강한적이 있지만 실제로 프로젝트는 진행한 적이 없습니다.(더불에 완강했던 내용도 상당히 예전 기준으로 맞춰진 강의라서..)
Vue 3 기반으로도 추가적으로 설명된 해당 강의로 다시 천천히 보려고 합니다.
.Net 기반으로 실무 프로젝트 경험이 1년이 좀 넘게 된 아직까진 신생 개발자로 현업중입니다.
이번에 실제로 프로젝트에서 Vue 를 사용할거고 제가 프론트엔드 담당을 하게되서 Vue3 방식을 채택해서 사용하려고 해요. Vue3 방식에서 주로 사용되는 Compotion Api 방식을 사용하게 되면 실제로 vue 2 에서 사용되던 Option Api 방식은 사용되지 않게 되는지 궁금합니다. (적절히 섞어서 사용하게 되는지?)
물론 완강을 하고 나면 생각이 좀 달라지게 되겠지만 강의 듣기전에 먼저 질문을 남겨봅니다!"
2565,[온라인] 김영한 님의 스프링 핵심 원리 기본편 스터디 충원합니다,"스터디 모집글을 아래 양식을 참고해 작성해주세요. 꼼꼼히 작성하면 멋진 스터디 팀원을 만나실 수 있을거예요. 
 
[개발 스터디 모집 내용 예시]

스터디 주제 : 스프링 공부
스터디 목표 : 김영한님의 스프링 핵심원리 기본편 강의 수강을 통한 기초 다지기
예상 스터디 일정(횟수) : 1챕터씩 진행, 일주일에 1회(일요일), 화상회의(google meet)를 통해 진행
예상 커리큘럼 간략히
- 김영한님의 스프링 핵심원리 기본편 강의를 1주일에 1챕터씩 수강하여 공부합니다.
(이미 챕터 3까지 진행한 상태이며, 챕터 4부터 진행합니다)
- 강의 내용 간략히 + 심화 내용을 블로그 포스팅/PPT/문서 등으로 정리하여 발표하고 공유합니다.
예상 모집인원 : 2명~4명(현재 인원 2명)
스터디 소개와 개설 이유 : 혼자서 공부하는 것보다는 같이 공부하는게 더 수월하며, 지식을 공유함으로써 더욱 성장할 수 있을거라 생각합니다.
스터디 관련 주의사항 : 모든 인원이 발표합니다.
스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) https://open.kakao.com/o/s6rgHTpd 참여 문의 채널입니다"
2566,🎈 React.js 스터디 모집합니다.('[리뉴얼] React로 NodeBird SNS 만들기 완강'을 목표로 하시는 분)🎈,"1. 스터디 목표 : 리액트 강의 '[리뉴얼] React로 NodeBird SNS 만들기' 완강 
2. 스터디 진행 방식(온라인) 
 1) 스터디 시작 전에 계획 공유(개인 맞춤) 
 2) 매일 아침에 간단하게 오늘 계획 공유 
 3) 매일 저녁에 개인이 공부한 내용 링크 공유(새벽 넘어서라도 보내시면 됩니다) 
 4) 주 1회 온라인으로 각 자 스터디가 어디까지 진행했는지 피드백 
3. 스터디 플랫폼 : 카톡, 구글밋 
4. 스터디 기간 : 1개월 이상 
5. 스터디 인원 : 4명 

개인적으로 매일매일 공부하고 리액트에 익숙해지는 것을 목표로 하고 있습니다. 
매일매일 퇴근하고 공부한다는 것이 쉽지 않다는 것을 압니다. 
하지만 서로 공부하고 익히는 모습이 서로에게 좋은 영향을 주었으면 해서 이렇게 스터디를 모집합니다. 

스터디 전에 구글밋으로 만나서 서로의 계획을 나누려 합니다. 
일주일 계획 보다는 주중에는 하루에 몇 강, 주말에는 하루 몇 강을 듣겠다 각자 개인 스케쥴에 맞는 계획을 세워서 공유하려고 합니다. 관심 있으신 분들 연락 부탁드립니다."
2567,자바스크립트  >  nodejs  > 리액트 이용해서 클론 코딩,"스터디 모집글을 아래 양식을 참고해 작성해주세요. 꼼꼼히 작성하면 멋진 스터디 팀원을 만나실 수 있을거예요. 
 
 
 
[개발 스터디 모집 내용 예시]
 

스터디 주제 : 쇼핑몰 이나 커뮤니티 사이트 클론 코딩
스터디 목표 :  사람들 모아서 클론 코딩 진행할 거에요. 저는 이제 3개월째 국비 훈련 진행 중인 학생이고요. javascript만 알고 계신 노베이스 이신 분들끼리 영차영차 진행 하고 싶어요.
예상 스터디 일정(횟수) : 제가 지방 살아서 거의 비대면으로 진행할 것 같고 슬랙또는 카톡으로 진행할 예정이에요
예상 커리큘럼 간략히 : 3개월정도 예상하고 있고 자바스크립트 기초부터 한번 같이 훑은 다음에 진행할거에요. 자바스크립트로 클론 코딩 진행한 다음에 그걸 리액트로 옮겨 볼거에요. 프론트엔드 부터 차근히 밟아갈거고 여유가 있으면 백엔드도 만질거에요. 
또 일주일마다 진행 사항 리뷰 할 것 같아요. 더 자세한 사항은 같이 짜봐요
예상 모집인원 : 5명
스터디 소개와 개설 이유 :  아무래도 개발자 커뮤니티가 활발한 곳이 없으니까 이렇게 라도 서로 알아가는 게 좋을 것 같아요. 물론 아는 것보다 중요한 건 실력을 쌓는 거겠지만요.
스터디 관련 주의사항 :  비대면으로 진행하니까 서로 해이해지기 쉬우니까 파이팅 해용.
스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)

 
 https://open.kakao.com/o/sEZGQ4ud"
2568,"Javascirpt 스터디 모집합니다.(주2회, 후딱 끝냅시다!)","- 스터디 주제 : javascript 스터디- 스터디 목표 : 모던 자바스크립트 핵심 가이드 서적을 기준으로 핵심 내용들 익히기- 예상 스터디 횟수 : 4~5 회- 커리큘럼 : 서적을 구매해서 진행http://www.kyobobook.co.kr/product/detailViewKor.laf?ejkGb=KOR&mallGb=KOR&barcode=9791162244289&orderClick=LEa&Kc=​- 모집인원 : 4명​같이 자바스크립트를 학습하실분들을 모집합니다.해당 서적 구입해서 다같이 같은 서적으로 학습을 진행할 예정입니다.​(주2회) 분량을 정해서 저녁 오후 8시쯤, 구글 밋을 통해서 각자 공부한 내용들을 돌아가면서 공유하는 시간을 가질겁니다.​화 목 일정으로 생각하고 있으며, 4~5회내로 마무리를 위해 5챕터씩 진행하는걸로 생각하고있습니다.(실제 페이지수는 50페이지 정도입니다.)​- 주의사항1. 따로 보증금을 받지는 않습니다. 그래서 간만 보시거나 분위기만 보실분들은 사절합니다.2. 수동적인거 보다는 적극적으로 의사전달을 해주시는분들이 오셨으면 좋겠습니다.(스터디 관련 연락 빠른 피드백 및 회신, 의견조율에 대한 생각 등등)3. 스터디를 통해서 조금은 JS 와 친숙해지길 원하시는분들이 오시면 좋겠습니다.4. 학습 서적 구매5. 불가피하게 참석이 어렵거나, 빠지시게되는 경우는 미리 이야기를 부탁드립니다.​- 지원방식성함/스터디 목표/연락처/주의사항에 대한 동의(""동의합니다"")를  이메일로 남겨주시면 감사하겠습니다."
2569,[Altong]알고리즘 스터디에서 함께 성장해 나아갈 스터디원 1명을 모집하고있습니다 !,"💡 현재 스터디원 1명을 충원 하고있습니다! 💡
안녕하세요 스터디 원 한 분이 개인 사정으로 참여가 불가하게 되어 새로운 인원을 충원하고자 합니다. 필독사항 반드시 읽어주세요 ! 책임감을 가지고 학습에 임하실 분들을 구하고 있습니다.
📆 스터디 진행시간 📆
매주 목요일 20:15 ~ 22:00
🔎 자세히보기 🔍
노션 협업 공간 보러가기 [click]
🌟 필독사항 🌟
반드시 숙지 부탁드립니다 [click]
🧑🏻‍💻 이 곳에 지원해주세요 👩🏻‍💻
지원서 작성하로 가기 [click]"
2570,[냥이와봄] 스프링 강의 체크 스터디 (추가모집),"강의만 구매하시고 ""시작이 반이다~ 가만있으면 반이라도 간다~"" 라는 마음으로 사놓고 가만히 계신다구요?? 
그런 분들을 위해 
김영한님 강의 각자 듣고 체크해주는 스터디를 모집합니다.

* 커리큘럼은
* 1차 (스프링 기초)
1. 스프링 핵심 원리 - 기본편 65강 (진행중)
2. 스프링 MVC1 - 72강
3. 스프링 MVC 2 - 129강

* 2차 (JPA - 미정 - 야생형/학자형 커리큘럼)
4. JPA활용편 - 35강
5. JPA 기본편 - 54강
6. JPA 활용편(4번 복습) - 35강
7. JPA 활용편2 - 23강
...
김영한님 위와같이 커리큘럼을 따르며 1차는 고정이며
1차를 우선 끝낸 후 2차는 야생형 or 학자형 스터디원끼리 의논하여 정할 예정입니다.
이미 다 듣고 다음 강의로 넘어가신분도 계시며, 어떤 강의든 상관없이 자유롭게 꾸준하게 듣고 인증만 해주시면 됩니다!


* 인원
현재 5명으로 진행중입니다.


* 스터디의 목적 
개인 공부 습관을 만들기 위함이 1순위이며, 스터디원끼리 하루하루 체크하는 방식입니다.


* 일주일에 몇강 듣기! 라는 계획은 잘 이뤄지지 않기에 주중기준 하루에 1강씩, 토 4강, 일요일은 자율학습 및 평일에 못 들은 강의 보강. (월 1강, 화 1강, 수 1강, 목 1강, 금 1강, 토 4강, 일 자율 => 일주일 최소 9강)


* 강퇴 조건 (누적 2회시 강퇴)
스터디 물을 흐리는 분
24시간 잠수 등


* 스터디 시작 (진행중)
21년 7월 11일 ~

* 참고
인프런 - 블로그 - 검색: [냥이와봄] 으로 찾으셔서 현재 어디까지 진도가 나갔는지 확인하고 참여하시면 좋을 것 같습니다. 혹 진도가 맞지 않더라도 스터디원이 매일매일 체크하여 마음을 다 잡고싶으신분도 환영합니다. 
추후에 게더타운을 이용하여 매주 혹은 2주에 한번이라도 온라인으로 (음성필수, 화상옵션) 회고도 해볼까 의논중에 있습니다

* 참여 링크
https://open.kakao.com/o/gsqXkFld

감사합니다"
2571,최고의 명강의,최강의 명강의 입니다.
2572,최고의 명강의,"이 강의를 듣고 자바를 마스터했습니다
왜 글이 안ㅇ올려지죠?"
2573,React 스터디,"스터디 모집글을 아래 양식을 참고해 작성해주세요. 꼼꼼히 작성하면 멋진 스터디 팀원을 만나실 수 있을거예요. 
 
[개발 스터디 모집 내용 예시]

스터디 주제 : react(+typescript or next.js)
스터디 목표 : react 프로젝트 하기
예상 스터디 일정(횟수) : 주 1~3회
예상 커리큘럼 간략히 : react
예상 모집인원 : 3명
스터디 소개와 개설 이유 : react 같이 공부하고싶어요 :)
스터디 관련 주의사항 : 프론트엔드 취준생이시거나 취업한지 얼마안되서 공부가 필요하신분들이면 좋을것같아요
스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)"
2574,타입스크립트 초보 스터디 구합니다,"스터디 모집글을 아래 양식을 참고해 작성해주세요. 꼼꼼히 작성하면 멋진 스터디 팀원을 만나실 수 있을거예요. 
 
[개발 스터디 모집 내용 예시]

스터디 주제 : 타입스크립트를 처음 시작하는 분들과 함께 공부를 진행하려 합니다 (강의는 타입스크립트 입문 : 캡틴판교님 으로 진행할 생각입니다)
스터디 목표 : 강의 완주 및 동의하시면 ""실전프로젝트로 배우는 타입스크립트"" 강의까지 빠르게 달릴 생각입니다.
예상 스터디 일정(횟수) : 주 2회~3회
예상 커리큘럼 간략히 : 

빠르게 나갈 생각입니다 강의 하나를 2주(적어도 3주차) 안에 끝낼 계획입니다.
기초 js를 아시는 분이 따라오시기에 적합할 것 같습니다
코로나 상황이 나아지면 모르겠지만, 현재 상황으로는 비대면으로 서로 진행상황을 파악하고, 공부하면서 힘든 부분을 나눌 계획입니다 (상세 계획과 커리큘럼은 모집후에 한번 더 의논할 생각입니다)


예상 모집인원 : 2~3인 모집
스터디 소개와 개설 이유 : 미루지 않고 빠르게 강의를 완주하는 것이 목표입니다.
스터디 관련 주의사항 : 

정말 열심히 하실 분을 찾습니다!
벌금 제도를 만들 생각입니다
typescript를 빠르게 공부하고 적용하실 분과 같이 공부하고 싶습니다.


스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)

카카오 오픈채팅방 인프런 스터디 https://open.kakao.com/o/ssO6mzud"
